微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IFp8kqCPy,万物皆有不同比如  我有你而他们没有  原图 ,,http://wx3.sinaimg.cn/large/88ebec00ly1ge9ffv4wkhj20k00k0wj3.jpg,无,无,2020-04-28 13:41,iPhone 8,5,0,0
IFhvC3bpi,+62天出院后第一次查血血常规有长进 在家待了几天血项自己涨上来了👏Eb和巨细胞病毒 阴👏生化 比在医院要好👏许愿成功  周三去看主任门诊看会不会给我减药有时候想想 要是不生这个病的话  这么多钱 买点啥不行然后又想 不生病 我也不会有这么多钱是猛男 就该穿粉色[冰雪奇缘雪宝]被几个护士姐姐夸好看的粉色匡威                  原图                             ,,http://wx2.sinaimg.cn/large/88ebec00ly1ge8hr0v2lbj21hc1hcu0x.jpg,无,无,2020-04-27 18:17,iPhone 8,7,0,9
IFa6Jdf7f,告五人《与海无关 (Demo)》与海无关 (Demo)（@网易云音乐）Demo也好听！晚安[冰雪奇缘雪宝]明天一切顺利  ,,无,无,无,2020-04-26 23:26,iPhone 8,0,0,0
IF88fjgUz,告五人《说我爱你的一百种方式》说我爱你的一百种方式（@网易云音乐）对新歌还有点失望呢 一看词曲都不是云安写的 才发现是一首改编歌改编自日本乐队THURSDAY’S YOUTH  ,,无,无,无,2020-04-26 18:24,iPhone 8,1,0,0
IF4YFvgRR,我永远爱你事事有回应  原图 ,,http://wx4.sinaimg.cn/large/88ebec00ly1ge6ygfha6dj20sg0sggph.jpg,无,无,2020-04-26 10:23,iPhone 8,5,0,0
IEQyy1iUK,歌手：小品之年剧本杀 恭喜亲儿子歌王👏👏  ,,无,无,无,2020-04-24 21:40,iPhone 8,1,0,1
IEMiiclnd,住院整130天出院啦[冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝]  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1ge4nylx4o1j20z60u0n7q.jpg,无,无,2020-04-24 10:49,iPhone 8,10,0,7
IELXCBrTJ,看完婧后小朋友 你秃秃的脑袋是否有很多问号牛姐你到底唱的是啥啊  ,,无,无,无,2020-04-24 09:58,iPhone 8,3,0,1
IEHvAkcNR,#马頔淘汰#能让我碎嘴大爷回来吗  ,,无,无,无,2020-04-23 22:38,iPhone 8,0,0,1
IEGcI9RPT,所有人都有道理  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1ge3x3a0d5tj20ji0gswfs.jpg,无,无,2020-04-23 19:19,iPhone 8,1,0,1
IECmOm7dt,罗志祥真是。。震撼我亲妈好嘛。。那些年我磕过的cp都黄了再也不磕了  ,,无,无,无,2020-04-23 09:32,iPhone 8,6,0,8
IEx0xeHM0,我准备去把我几百年没看过的歌手重新看一下了新裤子和林俊杰还有马思唯就这！就这！就这！！给我看！  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1ge2sha1hpxj20b00avdg9.jpg,无,无,2020-04-22 19:54,iPhone 8,5,0,0
IEventBPa,想起想在长沙的主任跟我爸妈说你家孩子年纪不大 身体挺能 全耐药感染它又来了 这回又要门诊买抗生素了  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1ge2kme6iozj20t40gejup.jpg,无,无,2020-04-22 15:22,iPhone 8,2,0,0
IEsYv85Bj,林依晨《你(吉他甜蜜版)》你(吉他甜蜜版)（@网易云音乐）you are my today and all of my tomorrows  ,,无,无,无,2020-04-22 09:38,iPhone 8,0,0,0
IEmV6maY4,最爱你 当远处传来你得相思  ,,无,无,无,2020-04-21 18:13,iPhone 8,4,0,0
IEeIgd1i3,126天了一天也没离开过病床 无缝接轨住院从长沙到燕郊翻到第一天住院的朋友圈恍若隔世 我已经从化疗到移植完快两个月了中间经历的那些苦痛磨难 真的不敢回看往后还要经历的未知惊险 也不敢想这些日子 看着一些病友的离去对心理打击也很大 也会怕哪天会像他们一样 生命的庄严 还真的容不得半点...全文 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/88ebec00ly1ge0jpbuy6gj20ku112qv5.jpg,http://ww2.sinaimg.cn/large/88ebec00ly1ge0jpddc2gj20ku112x15.jpg",无,无,2020-04-20 21:19,iPhone 8,6,0,19
IEd0J8gDr,感动天感动地一天几千的小茅台挂着 病毒终于阴了在医院住了四个多月 周五终于可以出院了  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/88ebec00ly1ge0c74z2nij20ku112wiu.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1ge0c73yyv0j20ku112q7f.jpg",无,无,2020-04-20 16:59,iPhone 8,7,0,6
IEc3P7rY5,我再也不盲目自信了以前老说自己不出血 这两天鼻血哗啦啦流每次都是四五个棉球教我做人  ,,无,无,无,2020-04-20 14:34,iPhone 8,1,0,4
IEaAawWVM,看完我是唱作人 有一说一我觉得张艺兴那首joker还挺🉑的  ,,无,无,无,2020-04-20 10:48,iPhone 8,10,0,2
IE19OtFFx,http://t.cn/A6wODKXj是的你们的思思又需要你们的帮助了目前为止经历两家医院，从化疗到移植总共花费近70万图一是来北方医院从住院到移植完出仓的结算单，图二是出仓到今天的缴费金额。这还不算自费昂贵的外购药虽然已经移植完了，这才是万里长征第一步。移植有价，排异无价。后期抗排异之路还有很远。一人生病，全家北漂，爸妈为了照顾我，家里已经没有收入了。面对昂贵的自费药，和医疗费，逼不得已走这一步。             [组图共7张]      原图                             ,,"http://ww3.sinaimg.cn/large/88ebec00ly1gdyvlacrj4j20wn0ltaeq.jpg,http://ww1.sinaimg.cn/large/88ebec00ly1gdyvl9ri3ej20t60u142p.jpg,http://ww1.sinaimg.cn/large/88ebec00ly1gdyvlaqkvgj20ku11240l.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdyvtyha4aj20j20twk6v.jpg,http://ww1.sinaimg.cn/large/88ebec00ly1ge001yivs8j20u014q42b.jpg,http://ww2.sinaimg.cn/large/88ebec00ly1ge001yve6rj20go0p0jtk.jpg,http://ww2.sinaimg.cn/large/88ebec00ly1ge0joepu2gj20iq0ow0uw.jpg",无,无,2020-04-19 10:49,iPhone 8,6,2,8
IDTewDhz4,痛仰乐队《为你唱首歌》为你唱首歌（@网易云音乐）  ,,无,无,无,2020-04-18 14:38,iPhone 8,0,1,0
IDLyOlQyk,移植后的第二次骨穿嵌合率100% 残留0现在身体里都是爸爸的细胞了我得坏细胞没有没有辽优秀💯  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gdwz0tlkj5j20ia0eb764.jpg,无,无,2020-04-17 19:06,iPhone 8,16,0,10
IDI9JjWTv,今天是值得开心的一天新买的杯几碰个杯🍻万事如意开始期待下周五(不是我生日，身份证上的农历)  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/88ebec00ly1gdwjz9m6acj20ku0gjabh.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdwjzafxj1j20u00u0wiw.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdwjz9z709j20ku0osn0p.jpg",无,无,2020-04-17 10:26,iPhone 8,11,0,3
IDCCmkpZ1,很多人没有关注我，我却是他们经常访问的第一名  ,,无,无,无,2020-04-16 20:20,iPhone 8,10,0,12
IDl8PBZ8H,旅行团《逝去的歌》逝去的歌（@网易云音乐）  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gdtqe43qs2j20tg0ckwgn.jpg,无,无,2020-04-14 23:51,iPhone 8,3,0,0
IDgjmrlEj,#身体上感到最疼的一次经历#当然是骨穿啦  ,,无,无,无,2020-04-14 11:33,iPhone 8,1,0,7
IDfpbsmsv,明天骨穿我从今天开始疼  ,,无,无,无,2020-04-14 09:15,iPhone 8,0,0,4
IDb2mpTmm,希望我爹妈能明白 15得板和60得血红真的不够用  ,,无,无,无,2020-04-13 22:08,iPhone 8,0,0,2
ID4NK7G3w,我并没有喜欢哪种类型的人我喜欢你就只喜欢你  ,,无,无,无,2020-04-13 06:15,iPhone 8,2,0,0
ICWtU6C6w,有的人比较不幸想你只能听歌 喝酒 走夜路  ,,无,无,无,2020-04-12 09:04,iPhone 8,2,0,0
ICQdihD57,+46天私聊太多了就不一一回复了移植后的80%都会得膀胱炎(尿急 尿频 尿疼 尿血)我并没有在那幸运的20%里之前一直是轻微的昨天还在说膀胱炎好转 主任说后面可以出院了今天就开始尿血了让原本不富裕得血红 更加雪上加霜了  尿频也加重了 没办法休息 恨不得一天24小时坐在坐便器上 自从膀胱炎以后 我已经很久没有睡过一个整觉了半个月又瘦了8斤 每天吃还是瘦没得办法 日日难熬日日熬 医生说现在问题还不大[发抖]好好坚持吧[加油]                  原图                             ,,http://wx2.sinaimg.cn/large/88ebec00ly1gdpxu99amjj20hs23l7cg.jpg,无,无,2020-04-11 17:07,iPhone 8,5,0,2
ICNBu1SvY,美女叹气  原图 ,,http://wx4.sinaimg.cn/large/88ebec00ly1gdpmbfhy7pj20u00u07a9.jpg,无,无,2020-04-11 10:28,iPhone 8,2,0,0
ICFo0euGi,太容易不快乐了  ,,无,无,无,2020-04-10 13:33,iPhone 8,4,0,3
ICtrs34Ot,盘尼西林乐队《New Boy (Live)》 New Boy @QQ音乐  ,,无,无,无,2020-04-09 07:09,iPhone 8,1,0,0
ICtg26QCs,又到了穿裙子的季节出院那天先不管能不能穿了我一定要买一条裙子！每天掰着手指头赶紧让我出院吧不想再在医院待着了给我待吐了  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/88ebec00ly1gdn4fcckn8j20u00u0naa.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdn4fdak17j21400u0tio.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdn4fdz31xj20u0101n75.jpg,http://ww2.sinaimg.cn/large/88ebec00ly1gdn4felpynj20u00zn11c.jpg,http://ww1.sinaimg.cn/large/88ebec00ly1gdn4ff9c9uj20u00u0don.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gdn4fb9n6dj20u016h11h.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdn4ffvw80j20uy0u0aii.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gdn4fgle6xj20u0140tls.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gdn4fh4abtj20u0140dpm.jpg",无,无,2020-04-09 06:40,iPhone 8,19,1,13
ICk80xD7p,活了二十多年 第一次希望自己长胖点好嘛 从前许的愿望也实现了日渐消瘦瘦瘦瘦瘦  ,,无,无,无,2020-04-08 07:26,iPhone 8,2,0,3
ICaUZDDc1,让我康康有多少集美和我一样在搞婧！！！给我pick人间prada安崎！！！！蔡徐坤也好香 我现在是ikun  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gdkvgkfvkej20u015udq0.jpg,无,无,2020-04-07 07:59,iPhone 8,15,1,7
IC6Tm3KYC,给各位安利一个游戏吧叫 光遇  适合情侣档画面好看  并且浪漫  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/88ebec00ly1gdkdpj88hoj21hc0u0gu4.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdkdpi1mslj21hc0u0tdu.jpg,http://ww1.sinaimg.cn/large/88ebec00ly1gdkdpkhrrnj21hc0u0wlq.jpg",无,无,2020-04-06 21:44,iPhone 8,2,0,2
IC6pUxhfm,➕41天最近都在医院好好养病一切都好  🤝 勿念  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1gdkbo4wr3nj20j60hwgmy.jpg,无,无,2020-04-06 20:32,iPhone 8,7,0,0
IBLQOgrQ8,#安河桥-宋冬野[音乐]#  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1gdhsu535swj20a00873z0.jpg,无,无,2020-04-04 16:10,iPhone 8,2,0,0
IBINhb5VV,Mariah Carey《Bye Bye (Album Version)》Bye Bye (Album Version)（@网易云音乐）  ,,无,无,无,2020-04-04 08:23,iPhone 8,1,0,0
IBBZ8fA7Q,像我这样的坏脾气，能一直陪着我的都是全世界最好的人  ,,无,无,无,2020-04-03 15:03,iPhone 8,6,0,3
IB2NutxPc,+34天有时候没有消息 才是最好的消息还好 勿念Halsey《Gasoline》Gasoline（@网易云音乐）  ,,无,无,无,2020-03-30 21:28,iPhone 8,6,0,3
IAN54tOql,疼痛让我清醒  ,,无,无,无,2020-03-29 05:28,iPhone 8,0,0,1
IAeO2iI0D,分享图片  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gd659vgw0zj20uk0akdj5.jpg,无,无,2020-03-25 14:12,iPhone 8,6,0,0
IA5WPyG4u,如果当初没有那么坚持现在大家都会好过的多吧  ,,无,无,无,2020-03-24 15:39,iPhone 8,5,0,7
IA4lenBBk,想回家  ,,无,无,无,2020-03-24 11:34,iPhone 8,0,0,0
IzVlYzELW,好累啊  ,,无,无,无,2020-03-23 12:41,iPhone 8,0,0,1
IzIEcnJuf,突如其来的情绪崩溃意识消磨意识不知道什么时候才能到头  ,,无,无,无,2020-03-22 04:20,iPhone 8,3,0,3
IzEogi5K1,重生的23天了出仓以后的状态 不知道怎么形容挺好的吧医生说爸爸的细胞在我体内长的很好仓里因为肾出现的问题停药 现在也好转了暂时还没有出现严重排异 每天小心翼翼移植后 每一秒都不敢掉以轻心  排异无价真的怕 没钱买命因为药物 现在又干又瘦黑不溜秋以前老嚷嚷减肥 做梦也没想到真的能瘦到80来斤因为激素 脸肿的已经快破了的那种因为激素 血糖高 要控制饮食 只能吃一点还因为激素 会让人很饿 不能吃 每天饿的想吐每天把药当饭吃 很多很多有一种药 叫大蒜素  我从小不吃蒜就和你们讨厌折耳根 香菜一样如果我不吃这个药就不能预防病毒 如果我吃了 我得肠胃难受一整天 移植后 情绪很明显的无常以前本来脾气就不好 现在更奇怪了有时候很努力的压制了 可还是不行变得很奇怪 不喜欢这样 可是控制不了出仓以后再也没照过镜子 不敢手机黑屏我都不敢看 那些不开心的还是会想 喜怒哀乐无常有时候想想 女孩子最漂亮那几年 我都要用来养病了 也会沮丧可是怎么办呢 先活下来吧 活下来最重要不用担心 抱怨完了 还是继续战斗                  原图                             ,,http://wx1.sinaimg.cn/large/88ebec00ly1gd1oi3vezpj20m90toac7.jpg,无,无,2020-03-21 17:30,iPhone 8,15,0,6
IzAU34oBp,林俊杰《生生》 生生  ,,无,无,无,2020-03-21 08:37,iPhone 8,1,0,0
IzmHS7Riv,世界是你的也是我的但归根结底属于那些身体好的活得久的！  ,,无,无,无,2020-03-19 20:29,iPhone 8,9,0,0
Iz2Kh71Rb,出仓啦我的移植手术完成了开始了我的漫漫重生之路今天也是我确诊三个月日子我在医院待了三个月了 从长沙到燕郊从死到生这90来天里 我的一切天翻地覆经历得那些苦痛与磨难好在 一切都还算值得感谢家人  感谢亲友  感谢陌生人感恩一切善意 拉着我走到现在我没有放弃  我还会还会还会一直坚持下去的❤                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gcx2bauvkdj20j60lk764.jpg,无,无,2020-03-17 17:40,iPhone 8,31,0,24
Iy02Yz5ji,好久不见报个平安还在坚持你们也别放弃～生活万物都值得❤  原图 ,,http://wx4.sinaimg.cn/large/88ebec00ly1gcp4ooq11lj20ku0rdgn9.jpg,无,无,2020-03-10 20:57,iPhone 8,15,0,13
IxtmKcVhC,日日难熬 日日熬最怕是那一点意识 也消磨了  ,,无,无,无,2020-03-07 09:45,iPhone 8,2,0,4
Ix72loYLS,我现在到底有多疼呢就是我真的快撑不下去了疼到我已经找不到词语形容不管什么都很苍白的那种了可是我真的好想活下去  ,,无,无,无,2020-03-05 00:55,iPhone 8,4,0,12
IwVdvmWrn,血小板只有个位数的一天一直都在喷鼻血 滴鼻血躺着嘴巴里也都是血就是止不住喷血 嘴巴里有冒出血块我都不惊讶了回输完的第五天 我的嘴巴啥时候才能好啊血项什么时候才能长啊我想出仓 我想好好吃饭进来十一天了吧  也瘦了十几斤害 现在一点也不像减肥了 只想健康的活着  ,,无,无,无,2020-03-03 18:49,iPhone 8,1,0,2
IwJjBg5TP,昨晚输了一袋血小板今天板20 算挺高了吧早上吃药呛着 咳了导致鼻血喷出来  然后再也没止住了我坐着 鼻血它自己流出来我躺着 它就往口腔里流心里说不上来什么感受反正一点点进入病情了接不接受都在在这儿了且活着吧  ,,无,无,无,2020-03-02 12:31,iPhone 8,3,0,3
IwDKGudP3,点灯人（Lamplighters）《Long Way Home》Long Way Home（@网易云音乐）仓里第十一天其实大多数时候也是我自己矫情吧我的症状相比别人是真的不算什么前面三天就觉得自己难受的要被带走了咬咬牙今天吃了晚餐 吃了药 喝了两杯营养粉 还是这样过主任主治每天来查房得时候都要说一句我这次回输是她们见过这半年最顺利的了我一定要好好吃饭好好吃药我自己也知道要好好吃饭好好吃药呀可是我能怎么办呢 在经受这一切的都是正在努力想活下来的呀今天在一个病友群 碰到一个病友问女性移植完是不是不能生育了Emmm大部分是这样吧  也有通过后期治疗好的 她好像很在乎孩子  还问了一句 能不能先生孩子再移植怎么可能  耽误不起的不知道是什么支撑着她强烈的要孩子的心 也希望能支撑她好好活下去                                 ,,无,无,无,2020-03-01 22:22,iPhone 8,4,0,2
Iwu5Oq2Xc,明目张胆的爱意 才是确定不会离开的证据  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gcdlv8nmn9j20hs0hswfp.jpg,无,无,2020-02-29 21:46,iPhone 8,4,0,2
Iwtf8DO3d,今天很特别吧四年一次对我来说很普通只是又一天吃不下饭和药 特别虚的一天进仓第十天了  差不多有一周没有好好吃过饭喝过水了 因为口腔里面全部烂掉了我很想努力吃饭 吃药 可是真的太疼了每天二十四小时输液  加上拉肚子呕吐每天掰着手指头等这些日子过去到底还要多久啊 不知道每天没有力气 躺在床上就这么睁着眼睛 看天亮到天黑我本来是可以忍受黑暗的在我没见过阳光的时候只是阳光 让我的黑暗更黑暗了                  原图                             ,,http://wx1.sinaimg.cn/large/88ebec00ly1gcdi5bp4phj20mk0t4zmn.jpg,无,无,2020-02-29 19:36,iPhone 8,4,0,4
IwjUjrb3A,重生的第一天难受的快被带走了依然上吐下泻吃不下东西 饿的胃疼吃药喝水都会吐今天高血压躺了一天三餐的药 都没有吃好难熬。。  ,,无,无,无,2020-02-28 19:50,iPhone 8,0,0,4
Iwbpo5uDD,好难受啊上吐下泻口腔粘膜坏了喝水想吐吃药是我最害怕的事了一颗一颗吃 吃一颗要很久 因为得忍着不吐之前靠睡觉打发了百分之八十的不适感现在睡着了还依然会中途恶心起来吐一天比一天难受  ,,无,无,无,2020-02-27 22:12,iPhone 8,2,0,5
Iw7dawQ4o,快乐它没问题，有问题的是我  ,,无,无,无,2020-02-27 11:31,iPhone 8,0,0,1
IvX4zfueb,真的好难受啊连续发烧都到40度了昨天退烧后没烧了口腔粘膜坏了 喝水都困难 加上药物喝水都想吐已经4天没吃了胃饿到疼 头也发晕可是还是会拉肚子 各种止泻的药都吃了还是拉肚子这样的日子还有多久啊  ,,无,无,无,2020-02-26 09:42,iPhone 8,2,0,4
IvEfEndV3,心率140 体温40度最近几天都是这样度过了一发烧就抽血培养吃退烧药 然后冰袋还是退的很慢整个人很晕  拿手机都在抖  ,,无,无,无,2020-02-24 09:48,iPhone 8,3,0,6
IvkXzFukW,每天都是 发烧退烧 口腔也开始出现行问题了很难受  ,,无,无,无,2020-02-22 08:41,iPhone 8,0,0,3
Iv7zxEczy,预处理第七天今天上了大化疗一整天不是睡过去的是昏过去的药物的副作用让我难受晚上前一秒烧到38.1下一秒就是39度了吃了退烧药现在整个人已经没有力气了下床都费劲没有记性 总是忘事只是对比其他病友 我的状况又要好很多这些都是该承受的我也不能拒绝晚饭没有吃 倒不是故意不吃只是又昏睡过去了希望明天对我好一点                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gc38rd39gwj20u00u07ai.jpg,无,无,2020-02-20 22:36,iPhone 8,5,7,3
IuYham52T,像一场角逐  ,,无,无,无,2020-02-19 22:56,iPhone 8,0,0,0
IuYbXmVFa,入仓第一天从早上开始磕磕绊绊下午莫名流鼻血护士给我塞棉球棉球教我做人了还好 还在仓里很安静 只有我不知道要待多久但愿一切顺利 不要太久每天要记喝水的量还要记吃药的时间偏偏记性越来越差偶尔忘了吃药只好安慰自己 会好起来的会好起来的一定会的晚安Isaac Gracie《Darkness Of The Day》Darkness Of The Day（@网易云音乐）                                 ,,无,无,无,2020-02-19 22:43,iPhone 8,0,0,2
IuWU5wgqY,算了 听不见  ,,无,无,无,2020-02-19 19:26,iPhone 8,0,0,1
IuUM8vvzD,开头从来没有顺心过  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/88ebec00ly1gc1o9d7gq0j20u00u0wkb.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gc1o9c4sarj20u00u0k0z.jpg",无,无,2020-02-19 14:01,iPhone 8,1,0,5
IuM3L0jhF,预处理第六天前三天打的阿糖胞苷（化疗药）没啥胃口昨天换成了白舒非（化疗药）打白舒非的时候又打了镇静剂 又吃了安眠的药  大部分时间昏昏沉沉 现在每天五十多颗药 餐前半小时的餐中的餐后的睡前的凌晨的我根本记不住 总是会漏吃  好累啊今天早上起来流鼻血了不知道是鼻窦炎还是怎么了右手新插得管子那儿也很大一块出血点明天就进仓了 不知道还有什么在等我但是 挺过去 我就是重生的20年宝宝啦其实我算很顺利的生病 化疗 移植 不到三个月所以 拜托拜托 要一直顺顺利利23岁见                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gc0ls8rx0pj20jg0jgn0y.jpg,无,无,2020-02-18 15:50,iPhone 8,9,0,5
IuqoywtC5,周杰伦《园游会》 园游会 @QQ音乐  原图 ,,http://wx3.sinaimg.cn/large/88ebec00ly1gbxy53uf3lj20rs0rsaf3.jpg,无,无,2020-02-16 08:41,iPhone 8,3,0,0
Iuli45eNJ,一天比一天难受今天已经不想吃饭了我望着饭 胃说不行不想吃求生欲说 得吃硬塞 塞到想吐为止一整天都是低血压没有力气 躺下起来就很费劲生病真的很折磨人  ,,无,无,无,2020-02-15 19:41,iPhone 8,3,0,3
Iucat8MbS,今天本来应该有花，有花香的  ,,无,无,无,2020-02-14 20:28,iPhone 8,0,0,1
IubCkeucz,预处理第二天大剂量的化疗药开始对我有反应了手开始更抖 没有力气 胃口也没有以前好了低血压 低烧 不过也还好 都不太影响我没有特别特别大的反应今天是个特殊的日子供者确定了爸爸收到了来自爸爸的第一次为我备血对了水滴筹昨天停了 今天就到账了也算是大家给我的节日礼物啦 今天还下了很大的雪 不过我没有下床去看想念以前没有生病的日子离死亡最接近的时候也最贪念生想再爱这个世界七八九十年                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gbw4wfdjsfj22bc334x6p.jpg,无,无,2020-02-14 19:03,iPhone 8,7,0,7
